,std_dt,symbol,market
108,20000104,A001630,KSE
109,20000104,A001670,KSE
110,20000104,A001680,KSE
111,20000104,A001690,KSE
112,20000104,A001720,KSE
113,20000104,A001740,KSE
114,20000104,A001750,KSE
115,20000104,A001770,KSE
116,20000104,A001780,KSE
117,20070607,A001780,KSE
118,20000104,A001790,KSE
119,20000104,A001800,KSE
120,20000104,A001810,KOSDAQ
121,20000104,A001820,KSE
122,20000104,A001830,KSE
123,20000104,A001840,KOSDAQ
124,20000104,A001880,KSE
125,20000104,A001920,KSE
126,20000104,A001940,KSE
127,20000104,A001950,KSE
128,20000104,A001980,KSE
129,20000104,A002000,KSE
130,20000104,A002020,KSE
131,20000104,A002030,KSE
132,20000104,A002050,KSE
133,20000104,A002070,KSE
134,20000104,A002080,KSE
135,20000104,A002100,KSE
136,20000104,A002130,KSE
137,20000104,A002140,KSE
138,20100812,A002150,KSE
139,20000104,A002170,KSE
140,20000104,A002180,KSE
141,20000104,A002200,KSE
142,20000104,A002210,KSE
143,20000104,A002220,KSE
144,20000104,A002230,KOSDAQ
145,20000104,A002240,KSE
146,20000104,A002250,KSE
147,20000104,A002270,KSE
148,20000104,A002290,KOSDAQ
149,20000104,A002300,KSE
150,20000104,A002310,KSE
151,20000104,A002320,KSE
152,20000104,A002350,KSE
153,20000104,A002360,KSE
154,20000104,A002380,KSE
155,20000104,A002390,KSE
156,20000104,A002410,KSE
157,20000104,A002420,KSE
158,20000104,A002450,KSE
159,20000104,A002460,KSE
160,20000104,A002530,KSE
161,20000104,A002540,KSE
162,20000104,A002550,KSE
163,20000104,A002600,KSE
164,20000104,A002610,KSE
165,20000104,A002620,KSE
166,20000104,A002630,KSE
167,20000104,A002670,KOSDAQ
168,20000104,A002680,KOSDAQ
169,20150924,A002690,KSE
170,20000104,A002700,KSE
171,20000104,A002710,KSE
172,20000104,A002720,KSE
173,20000104,A002740,KSE
174,20000104,A002760,KSE
175,20000104,A002780,KSE
176,20000104,A002790,KSE
177,20170228,A002800,KOSDAQ
178,20000104,A002810,KSE
179,20000104,A002820,KSE
180,20000104,A002840,KSE
181,20000104,A002850,KSE
182,20000104,A002860,KSE
183,20000104,A002870,KSE
184,20000104,A002880,KSE
185,20000104,A002900,KSE
186,20000104,A002920,KSE
187,20000104,A002930,KSE
188,20000104,A002940,KSE
189,20000104,A002950,KSE
190,20000104,A002960,KSE
191,20000104,A002990,KSE
192,20000104,A003000,KSE
193,20000104,A003010,KSE
194,20000104,A003020,KSE
195,20000104,A003030,KSE
196,20000104,A003040,KSE
197,20000104,A003050,KSE
198,20000104,A003060,KSE
199,20000104,A003070,KSE
200,20000104,A003080,KSE
201,20000104,A003090,KSE
202,20000104,A003100,KOSDAQ
203,20000104,A003110,KSE
204,20000104,A003120,KSE
205,20000104,A003160,KSE
206,20000104,A003190,KSE
207,20000104,A003200,KSE
208,20000104,A003220,KSE
209,20000104,A003230,KSE
210,20000104,A003240,KSE
211,20000104,A003280,KSE
212,20000104,A003300,KSE
213,20000104,A003310,KOSDAQ
214,20000104,A003320,KSE
215,20000104,A003330,KSE
216,20000104,A003350,KSE
217,20000104,A003380,KOSDAQ
218,20170630,A003380,KOSDAQ
219,20000104,A003410,KSE
220,20000104,A003430,KOSDAQ
221,20000104,A003450,KSE
222,20000104,A003460,KSE
223,20000104,A003470,KSE
224,20000104,A003480,KSE
225,20000104,A003490,KSE
226,20000104,A003520,KSE
227,20000104,A003530,KSE
228,20000104,A003540,KSE
229,20000104,A003550,KSE
230,20000104,A003560,KSE
231,20000104,A003570,KSE
232,20000104,A003580,KSE
233,20000104,A003590,KSE
234,20000104,A003600,KSE
235,20000104,A003610,KSE
236,20000104,A003620,KSE
237,20000104,A003640,KSE
238,20000104,A003650,KSE
239,20000104,A003660,KSE
240,20011101,A003670,KOSDAQ
241,20190529,A003670,KSE
242,20000104,A003680,KSE
243,20000104,A003690,KSE
244,20000104,A003720,KSE
245,20000104,A003780,KSE
246,20000104,A003800,KOSDAQ
247,20000104,A003810,KSE
248,20000104,A003830,KSE
249,20000104,A003850,KSE
250,20000104,A003900,KSE
251,20000104,A003920,KSE
252,20000104,A003930,KSE
253,20000104,A003940,KSE
254,20000104,A003960,KSE
255,20000104,A003990,KSE
256,20000104,A004000,KSE
257,20000104,A004010,KSE
258,20000104,A004020,KSE
259,20000104,A004060,KSE
260,20000104,A004080,KSE
261,20000104,A004090,KSE
262,20000104,A004100,KSE
263,20000104,A004110,KSE
264,20000104,A004130,KSE
265,20000104,A004140,KSE
266,20000104,A004150,KSE
267,20000104,A004170,KSE
268,20000104,A004190,KSE
269,20000104,A004200,KSE
270,20000104,A004230,KSE
271,20000104,A004250,KSE
272,20000104,A004270,KSE
273,20000104,A004290,KSE
274,20000104,A004310,KSE
275,20000104,A004320,KOSDAQ
276,20000104,A004360,KSE
277,20000104,A004370,KSE
278,20000104,A004380,KSE
279,20000104,A004390,KSE
280,20000104,A004410,KSE
281,20000104,A004430,KSE
282,20160330,A004440,KSE
283,20000104,A004450,KSE
284,20000104,A004460,KSE
285,20000104,A004490,KSE
286,20000104,A004510,KSE
287,20000104,A004530,KSE
288,20000104,A004540,KSE
289,20000104,A004550,KSE
290,20000104,A004560,KSE
291,20000104,A004590,KOSDAQ
292,20000104,A004620,KSE
293,20140730,A004650,KOSDAQ
294,20000104,A004660,KSE
295,20000104,A004690,KSE
296,20000104,A004700,KSE
297,20000104,A004710,KSE
298,20000104,A004720,KSE
299,20000104,A004730,KSE
300,20000104,A004740,KSE
301,20000104,A004770,KSE
302,20000104,A004780,KOSDAQ
303,20000104,A004790,KOSDAQ
304,20000104,A004800,KSE
305,20000104,A004820,KSE
306,20000104,A004830,KSE
307,20000104,A004840,KSE
308,20000104,A004870,KSE
309,20050630,A004890,KSE
310,20000104,A004910,KSE
311,20000104,A004920,KSE
312,20000104,A004940,KSE
313,20000104,A004960,KSE
314,20000104,A004970,KSE
315,20000104,A004980,KSE
316,20000104,A004990,KSE
317,20000104,A005010,KSE
318,20000104,A005030,KSE
319,20000104,A005060,KSE
320,20000104,A005070,KSE
321,20000104,A005090,KSE
322,20000104,A005110,KSE
323,20000104,A005160,KOSDAQ
324,20000104,A005180,KSE
325,20000104,A005190,KSE
326,20000104,A005250,KSE
327,20000104,A005270,KSE
328,20000104,A005280,KSE
329,20000104,A005290,KOSDAQ
330,20000104,A005300,KSE
331,20000104,A005320,KSE
332,20000104,A005330,KSE
333,20000104,A005350,KSE
334,20000104,A005360,KSE
335,20000104,A005380,KSE
336,20000104,A005390,KSE
337,20000104,A005410,KSE
338,20000104,A005420,KSE
339,20000104,A005430,KSE
340,20000104,A005440,KSE
341,20000104,A005450,KSE
342,20000104,A005490,KSE
343,20000104,A005500,KSE
344,20000104,A005560,KSE
345,20071112,A005560,KSE
346,20000104,A005580,KSE
347,20000104,A005600,KSE
348,20000104,A005610,KSE
349,20000104,A005620,KSE
350,20000104,A005670,KOSDAQ
351,20000104,A005680,KSE
352,20000104,A005690,KSE
353,20000104,A005710,KOSDAQ
354,20000104,A005720,KSE
355,20000104,A005740,KSE
356,20000104,A005750,KSE
357,20000104,A005760,KSE
358,20000104,A005770,KSE
359,20000104,A005790,KSE
360,20000104,A005800,KSE
361,20000104,A005810,KSE
362,20000104,A005820,KSE
363,20000104,A005830,KSE
364,20000104,A005850,KSE
365,20000104,A005860,KOSDAQ
366,20000104,A005870,KSE
367,20000104,A005880,KSE
368,20000104,A005890,KSE
369,20000104,A005930,KSE
370,20000104,A005940,KSE
371,20000104,A005950,KSE
372,20000104,A005960,KSE
373,20000104,A005980,KSE
374,20000104,A005990,KOSDAQ
375,20000104,A006000,KOSDAQ
376,20000104,A006040,KSE
377,20000104,A006050,KOSDAQ
378,20000104,A006060,KSE
379,20000104,A006070,KSE
380,20000104,A006090,KSE
381,20000104,A006110,KSE
382,20000104,A006120,KSE
383,20000104,A006140,KOSDAQ
384,20000104,A006150,KSE
385,20000104,A006160,KSE
386,20000104,A006200,KSE
387,20000104,A006210,KSE
388,20000104,A006220,KSE
389,20000104,A006250,KSE
390,20000104,A006260,KSE
391,20000104,A006280,KSE
392,20000104,A006290,KSE
393,20000104,A006300,KOSDAQ
394,20000104,A006340,KSE
395,20000104,A006350,KSE
396,20000104,A006360,KSE
397,20000104,A006370,KSE
398,20000104,A006380,KSE
399,20000104,A006390,KSE
400,20000104,A006400,KSE
401,20000104,A006490,KSE
402,20000104,A006570,KSE
403,20000104,A006580,KOSDAQ
404,20000104,A006600,KSE
405,20000104,A006610,KSE
406,20180213,A006620,KOSDAQ
407,20000104,A006650,KSE
408,20000104,A006660,KSE
409,20000104,A006730,KOSDAQ
410,20000104,A006740,KSE
411,20000104,A006750,KSE
412,20000104,A006800,KSE
413,20000104,A006840,KSE
414,20131121,A006880,KSE
415,20000104,A006890,KOSDAQ
416,20030128,A006890,KSE
417,20000104,A006910,KOSDAQ
418,20000104,A006920,KOSDAQ
419,20000104,A006980,KSE
420,20000104,A007050,KSE
421,20111223,A007070,KSE
422,20000104,A007090,KOSDAQ
423,20000104,A007100,KSE
424,20000104,A007110,KSE
425,20000104,A007120,KSE
426,20000104,A007160,KSE
427,20000104,A007190,KSE
428,20000104,A007200,KSE
429,20000104,A007210,KSE
430,20000104,A007280,KSE
431,20000104,A007310,KSE
432,20000104,A007330,KOSDAQ
433,20000104,A007340,KSE
434,20000104,A007360,KSE
435,20000727,A007370,KOSDAQ
436,20000104,A007390,KOSDAQ
437,20000104,A007410,KSE
438,20000104,A007420,KSE
439,20000104,A007460,KSE
440,20000104,A007480,KSE
441,20000104,A007490,KSE
442,20000104,A007530,KOSDAQ
443,20000104,A007540,KSE
444,20000104,A007570,KSE
445,20000104,A007590,KSE
446,20000104,A007610,KSE
447,20000104,A007630,KSE
448,20000822,A007660,KOSDAQ
449,20031007,A007660,KSE
450,20171201,A007680,KOSDAQ
451,20000104,A007690,KSE
452,20000104,A007700,KSE
453,20000104,A007720,KOSDAQ
454,20000104,A007770,KOSDAQ
455,20000104,A007800,KSE
456,20000104,A007810,KSE
457,20111108,A007820,KOSDAQ
458,20000104,A007830,KOSDAQ
459,20000104,A007840,KOSDAQ
460,20000104,A007860,KSE
461,20000104,A007910,KSE
462,20000104,A007980,KSE
463,20000104,A008000,KSE
464,20000104,A008020,KSE
465,20000404,A008030,KOSDAQ
466,20000104,A008040,KSE
467,20000104,A008060,KSE
468,20000104,A008080,KSE
469,20000104,A008110,KSE
470,20000104,A008250,KSE
471,20000104,A008260,KSE
472,20000104,A008270,KSE
473,20000104,A008290,KOSDAQ
474,20000104,A008320,KSE
475,20000104,A008350,KSE
476,20000104,A008370,KOSDAQ
477,20000104,A008400,KSE
478,20000104,A008420,KSE
479,20000104,A008440,KSE
480,20110223,A008470,KOSDAQ
481,20000104,A008480,KSE
482,20000104,A008490,KSE
483,20000104,A008500,KSE
484,20000104,A008530,KSE
485,20000104,A008540,KSE
486,20000104,A008560,KSE
487,20000104,A008600,KSE
488,20000104,A008640,KSE
489,20000104,A008670,KSE
490,20000104,A008700,KSE
491,20000104,A008720,KSE
492,20000104,A008730,KSE
493,20000104,A008750,KSE
494,20000104,A008770,KSE
495,20000104,A008780,KOSDAQ
496,20000104,A008800,KOSDAQ
497,20000104,A008830,KOSDAQ
498,20000104,A008870,KSE
499,20000104,A008900,KSE
500,20000104,A008920,KOSDAQ
501,20000104,A008930,KSE
502,20000104,A008970,KSE
503,20000104,A008980,KSE
504,20000104,A008990,KSE
505,20000104,A009010,KOSDAQ
506,20000104,A009050,KSE
507,20000104,A009070,KSE
508,20000104,A009080,KSE
509,20000104,A009140,KSE
510,20000104,A009150,KSE
511,20000104,A009160,KSE
512,20000104,A009180,KSE
513,20000104,A009190,KSE
514,20000104,A009200,KSE
515,20000104,A009220,KOSDAQ
516,20020716,A009240,KSE
517,20000104,A009270,KSE
518,20000104,A009290,KSE
519,20000719,A009300,KOSDAQ
520,20000104,A009310,KSE
521,20000104,A009320,KSE
522,20000104,A009330,KSE
523,20000104,A009360,KSE
524,20000104,A009380,KSE
525,20000104,A009410,KSE
526,20000104,A009420,KSE
527,20000104,A009440,KSE
528,20000104,A009450,KSE
529,20000104,A009460,KSE
530,20000104,A009470,KSE
531,20000104,A009520,KOSDAQ
532,20000104,A009540,KSE
533,20000104,A009580,KSE
534,20000104,A009620,KOSDAQ
535,20000104,A009680,KSE
536,20000104,A009690,KSE
537,20000104,A009720,KSE
538,20000104,A009730,KOSDAQ
539,20000104,A009760,KSE
540,20061017,A009770,KSE
541,20000104,A009780,KOSDAQ
542,20000104,A009810,KSE
543,20000104,A009830,KSE
544,20000104,A009840,KSE
545,20000104,A009890,KSE
546,20201207,A009900,KSE
547,20000104,A009940,KSE
548,20000104,A009970,KSE
549,20000104,A010040,KOSDAQ
550,20001016,A010040,KSE
551,20000104,A010050,KSE
552,20000104,A010060,KSE
553,20000104,A010100,KSE
554,20000104,A010110,KSE
555,20000104,A010120,KSE
556,20000104,A010130,KSE
557,20000104,A010140,KSE
558,20000104,A010170,KOSDAQ
559,20000104,A010200,KSE
560,20090512,A010240,KOSDAQ
561,20000414,A010280,KOSDAQ
562,20000104,A010330,KSE
563,20180914,A010400,KSE
564,20000104,A010420,KSE
565,20000104,A010460,KSE
566,20001024,A010470,KOSDAQ
567,20000104,A010510,KSE
568,20000104,A010520,KSE
569,20000104,A010580,KSE
570,20000104,A010600,KSE
571,20000104,A010620,KSE
572,20000104,A010640,KSE
573,20000104,A010660,KSE
574,20000104,A010670,KOSDAQ
575,20000104,A010690,KSE
576,20000104,A010730,KSE
577,20000104,A010770,KSE
578,20000104,A010780,KSE
579,20000104,A010810,KOSDAQ
580,20000104,A010820,KSE
581,20000104,A010950,KSE
582,20020715,A010960,KOSDAQ
583,20050512,A010960,KSE
584,20000104,A011000,KSE
585,20000104,A011020,KSE
586,20000104,A011040,KOSDAQ
587,20000104,A011050,KSE
588,20080724,A011070,KSE
589,20040702,A011080,KOSDAQ
590,20000104,A011090,KSE
591,20000104,A011150,KSE
592,20000104,A011160,KSE
593,20000104,A011170,KSE
594,20000104,A011200,KSE
595,20110221,A011210,KSE
596,20000104,A011230,KSE
597,20000104,A011260,KSE
598,20000104,A011280,KSE
599,20000104,A011290,KSE
600,20000104,A011300,KSE
601,20000104,A011320,KOSDAQ
602,20000104,A011330,KSE
603,20000104,A011370,KOSDAQ
604,20000104,A011390,KSE
605,20000104,A011400,KSE
606,20000104,A011420,KSE
607,20000104,A011450,KSE
608,20030109,A011500,KSE
609,20000104,A011510,KSE
610,20000104,A011560,KOSDAQ
611,20000104,A011650,KSE
612,20000104,A011690,KSE
613,20000104,A011700,KSE
614,20000104,A011720,KSE
615,20000104,A011760,KSE
616,20000104,A011780,KSE
617,20000104,A011790,KSE
618,20000104,A011800,KSE
619,20000104,A011810,KSE
620,20000104,A011840,KSE
621,20000104,A011890,KOSDAQ
622,20000104,A011930,KSE
623,20000104,A012010,KOSDAQ
624,20000104,A012030,KSE
625,20000104,A012090,KSE
626,20100125,A012160,KSE
627,20000104,A012170,KSE
628,20000104,A012200,KSE
629,20000104,A012250,KSE
630,20000104,A012260,KSE
631,20000104,A012270,KSE
632,20000104,A012280,KSE
633,20000104,A012320,KSE
634,20000104,A012330,KSE
635,20000104,A012340,KOSDAQ
636,20000104,A012400,KSE
637,20000104,A012410,KSE
638,20000104,A012420,KSE
639,20000104,A012450,KSE
640,20000104,A012460,KOSDAQ
641,20000104,A012510,KSE
642,20000104,A012600,KSE
643,20000104,A012610,KSE
644,20000104,A012620,KOSDAQ
645,20000104,A012630,KSE
646,20000104,A012650,KOSDAQ
647,20000104,A012690,KSE
648,20000104,A012700,KOSDAQ
649,20000104,A012710,KSE
650,20000104,A012720,KSE
651,20000104,A012750,KSE
652,20000104,A012790,KOSDAQ
653,20000104,A012800,KSE
654,20000104,A012860,KOSDAQ
655,20010718,A012990,KSE
656,20000104,A013000,KSE
657,20000104,A013030,KOSDAQ
658,20000104,A013120,KOSDAQ
659,20000104,A013200,KSE
660,20000104,A013240,KSE
661,20000104,A013250,KSE
662,20000104,A013310,KOSDAQ
663,20151222,A013310,KOSDAQ
664,20000104,A013320,KOSDAQ
665,20000104,A013340,KOSDAQ
666,20000104,A013360,KSE
667,20000104,A013450,KOSDAQ
668,20000104,A013520,KSE
669,20000104,A013570,KSE
670,20000104,A013580,KSE
671,20000104,A013630,KOSDAQ
672,20000104,A013650,KOSDAQ
673,20000104,A013700,KSE
674,20000104,A013720,KOSDAQ
675,20000104,A013780,KOSDAQ
676,20000104,A013810,KOSDAQ
677,20000104,A013850,KOSDAQ
678,20121120,A013870,KSE
679,20000104,A013890,KSE
680,20141104,A013890,K-OTC
681,20191030,A013890,KSE
682,20020117,A013990,KOSDAQ
683,20000104,A014010,KSE
684,20000104,A014040,KSE
685,20000104,A014080,KSE
686,20000104,A014090,KOSDAQ
687,20000104,A014100,KOSDAQ
688,20000104,A014130,KSE
689,20000104,A014160,KSE
690,20000104,A014190,KOSDAQ
691,20000104,A014200,KOSDAQ
692,20000104,A014280,KSE
693,20000104,A014300,KSE
694,20000104,A014350,KSE
695,20000104,A014420,KOSDAQ
696,20000104,A014440,KSE
697,20000104,A014470,KOSDAQ
698,20000104,A014530,KSE
699,20001207,A014570,KOSDAQ
700,20000104,A014580,KSE
701,20000104,A014590,KOSDAQ
702,20000106,A014590,KSE
703,20010111,A014620,KOSDAQ
704,20000104,A014680,KSE
705,20120629,A014710,KSE
706,20000104,A014740,KSE
707,20000104,A014790,KSE
708,20000104,A014820,KSE
709,20041203,A014830,KSE
710,20000104,A014900,KSE
711,20000104,A014910,KSE
712,20011226,A014940,KOSDAQ
713,20000104,A014970,KOSDAQ
714,20000104,A014990,KSE
715,20000104,A015020,KSE
716,20000104,A015050,KOSDAQ
717,20000104,A015060,KOSDAQ
718,20000104,A015110,KSE
719,20000824,A015170,KOSDAQ
720,20000104,A015230,KSE
721,20000104,A015260,KSE
722,20000104,A015350,KSE
723,20000104,A015360,KSE
724,20010809,A015390,KOSDAQ
725,20000104,A015540,KSE
726,20000104,A015580,KSE
727,20000104,A015590,KSE
728,20000104,A015620,KSE
729,20000104,A015650,KSE
730,20000104,A015670,KSE
731,20000104,A015710,KOSDAQ
732,20000104,A015750,KOSDAQ
733,20000104,A015760,KSE
734,20000104,A015860,KSE
735,20000104,A015880,KSE
736,20000104,A015890,KSE
737,20000104,A015940,KSE
738,20000104,A016040,KOSDAQ
739,20000104,A016090,KSE
740,20030115,A016100,KOSDAQ
741,20000104,A016140,KOSDAQ
742,20000104,A016160,KSE
743,20010111,A016170,KOSDAQ
744,20000104,A016250,KOSDAQ
745,20000104,A016360,KSE
746,20000104,A016380,KSE
747,20000104,A016390,KSE
748,20000104,A016420,KSE
749,20000104,A016450,KOSDAQ
750,20000106,A016450,KSE
751,20000104,A016510,KSE
752,20000104,A016550,KSE
753,20000104,A016560,KSE
754,20000104,A016570,KSE
755,20000104,A016580,KSE
756,20000104,A016590,KSE
757,20000104,A016600,KOSDAQ
758,20000104,A016610,KSE
759,20000104,A016670,KOSDAQ
760,20000104,A016710,KSE
761,20160729,A016740,KSE
762,20180601,A016790,KOSDAQ
763,20000104,A016800,KSE
764,20000104,A016830,KSE
765,20000104,A016880,KSE
766,20000104,A016890,KOSDAQ
767,20000104,A016920,KOSDAQ
768,20000104,A016970,KSE
769,20001221,A016990,KOSDAQ
770,20000104,A017000,KOSDAQ
771,20030128,A017010,KOSDAQ
772,20000104,A017040,KSE
773,20000104,A017050,KOSDAQ
774,20000104,A017090,KOSDAQ
775,20000104,A017120,KSE
776,20000104,A017160,KOSDAQ
777,20000104,A017170,KSE
778,20080710,A017180,KSE
779,20000104,A017210,KOSDAQ
780,20000104,A017250,KOSDAQ
781,20000104,A017300,KSE
782,20000104,A017320,KSE
783,20010809,A017370,KOSDAQ
784,20020528,A017370,KSE
785,20000104,A017390,KSE
786,20010109,A017480,KOSDAQ
787,20000104,A017510,KOSDAQ
788,20000104,A017550,KSE
789,20000104,A017620,KOSDAQ
790,20000104,A017650,KOSDAQ
791,20000104,A017670,KSE
792,20000104,A017680,KOSDAQ
793,20000104,A017740,KOSDAQ
794,20000104,A017800,KSE
795,20000104,A017810,KSE
796,20000104,A017890,KOSDAQ
797,20000104,A017900,KSE
798,20000104,A017940,KSE
799,20000104,A017960,KSE
800,20000104,A018000,KOSDAQ
801,20000104,A018020,KSE
802,20000104,A018120,KOSDAQ
803,20000104,A018180,KOSDAQ
804,20180322,A018250,KSE
805,20141104,A018260,K-OTC
806,20141114,A018260,KSE
807,20000104,A018290,KOSDAQ
808,20000104,A018310,KOSDAQ
809,20000104,A018410,KSE
810,20000104,A018470,KSE
811,20000104,A018500,KSE
812,20000104,A018550,KSE
813,20000104,A018570,KSE
814,20000104,A018590,KSE
815,20080520,A018620,KOSDAQ
816,20000104,A018670,KSE
817,20000818,A018680,KOSDAQ
818,20000104,A018700,KOSDAQ
819,20000104,A018720,KOSDAQ
820,20000104,A018880,KSE
821,20000104,A018890,KOSDAQ
822,20000104,A019010,KOSDAQ
823,20000104,A019120,KOSDAQ
824,20000104,A019170,KSE
825,20000104,A019180,KSE
826,20000104,A019210,KOSDAQ
827,20000104,A019260,KOSDAQ
828,20000104,A019300,KSE
829,20000104,A019430,KOSDAQ
830,20110601,A019440,KSE
831,20000104,A019490,KSE
832,20000104,A019540,KOSDAQ
833,20000104,A019550,KOSDAQ
834,20000104,A019560,KOSDAQ
835,20000104,A019570,KOSDAQ
836,20000104,A019590,KOSDAQ
837,20000104,A019640,KOSDAQ
838,20000104,A019660,KOSDAQ
839,20040203,A019680,KSE
840,20110624,A019770,KOSDAQ
841,20000104,A019930,KSE
842,20060201,A019990,KOSDAQ
843,20000104,A020000,KSE
844,20000104,A020070,KOSDAQ
845,20000104,A020120,KSE
846,20110304,A020150,KSE
847,20000104,A020180,KOSDAQ
848,20000104,A020400,KOSDAQ
849,20000104,A020490,KOSDAQ
850,20000104,A020560,KOSDAQ
851,20080328,A020560,KSE
852,20000104,A020710,KOSDAQ
853,20020109,A020760,KSE
854,20000104,A020860,KOSDAQ
855,20000104,A021040,KOSDAQ
856,20000104,A021050,KSE
857,20000615,A021060,KOSDAQ
858,20000104,A021080,KOSDAQ
859,20000104,A021090,KOSDAQ
860,20000104,A021240,KOSDAQ
861,20010807,A021240,KSE
862,20010821,A021320,KOSDAQ
863,20000104,A021570,KOSDAQ
864,20030124,A021650,KOSDAQ
865,20000104,A021740,KOSDAQ
866,20000104,A021820,KSE
867,20000104,A021880,KOSDAQ
868,20000104,A021930,KOSDAQ
869,20000104,A021960,KSE
870,20000104,A022060,KOSDAQ
871,20001128,A022100,KOSDAQ
872,20000104,A022220,KOSDAQ
873,20060411,A022220,KOSDAQ
874,20000104,A022510,KOSDAQ
875,20010913,A022520,KOSDAQ
876,20110719,A022520,KSE
877,20000104,A022610,KOSDAQ
878,20000104,A022770,KOSDAQ
879,20000104,A022780,KOSDAQ
880,20000104,A022870,KOSDAQ
881,20110722,A023000,KSE
882,20000720,A023020,KOSDAQ
883,20000104,A023130,KSE
884,20000104,A023150,KSE
885,20000104,A023160,KOSDAQ
886,20110428,A023350,KSE
887,20000104,A023410,KOSDAQ
888,20000104,A023420,KOSDAQ
889,20000104,A023430,KOSDAQ
890,20000104,A023440,KOSDAQ
891,20000104,A023450,KSE
892,20000104,A023460,KOSDAQ
893,20060209,A023530,KSE
894,20000104,A023590,KSE
895,20000104,A023600,KOSDAQ
896,20010111,A023670,KOSDAQ
897,20000104,A023760,KOSDAQ
898,20000104,A023770,KOSDAQ
899,20000104,A023780,KOSDAQ
900,20000104,A023790,KOSDAQ
901,20000104,A023800,KSE
902,20000104,A023810,KOSDAQ
903,20040921,A023810,KSE
904,20000104,A023890,KOSDAQ
905,20000104,A023900,KOSDAQ
906,20000104,A023910,KOSDAQ
907,20000104,A023960,KSE
908,20000104,A024060,KOSDAQ
909,20000104,A024070,KSE
910,20000104,A024080,KOSDAQ
911,20000104,A024090,KSE
912,20000104,A024100,KSE
913,20000104,A024110,KOSDAQ
914,20031224,A024110,KSE
915,20000104,A024120,KOSDAQ
916,20000104,A024660,KOSDAQ
917,20000104,A024720,KOSDAQ
918,20020409,A024720,KSE
919,20000104,A024740,KOSDAQ
920,20000104,A024800,KOSDAQ
921,20000104,A024810,KOSDAQ
922,20000104,A024830,KOSDAQ
923,20000104,A024840,KOSDAQ
924,20010118,A024850,KOSDAQ
925,20000104,A024870,KSE
926,20000104,A024880,KOSDAQ
927,20000104,A024890,KSE
928,20000104,A024900,KSE
929,20000104,A024910,KOSDAQ
930,20000104,A024940,KOSDAQ
